customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
201,56.0,Female,East,Primary,Unemployed,253759.73931101494,410554.77403448947,Home,627.7849124942342,4,67,0.27453723429929444,2018-12-28,0
202,19.0,Male,East,Primary,Salaried,898987.6454906472,440783.8632907985,Car,727.1342063308388,4,78,0.5442998099752032,2022-08-10,1
203,20.0,Male,West,Primary,Salaried,608265.1264541236,233378.11595813688,Business,567.4895578287179,0,45,0.7379274569648937,2019-03-31,0
204,54.0,Male,East,Primary,Salaried,2065801.2782684253,383527.08394353837,Education,659.0146151632724,5,75,0.3551531202322914,2020-10-28,0
205,34.0,Female,East,Post-Graduate,Salaried,790309.9541148086,241611.93272166804,Car,777.323540041649,1,74,0.38864303509335435,2018-08-02,1
206,19.0,Male,South,Primary,,1187302.52546382,601387.2584696355,Home,645.89334788446,3,39,0.3699004907590082,2020-02-20,0
207,19.0,Female,North,Graduate,Self-Employed,694694.3798070457,383695.5530304633,Business,547.6051378065691,3,36,0.8941711369821748,2017-03-06,1
208,45.0,Male,North,Graduate,,546471.7818202412,250634.47884912274,Other,720.6026522503188,3,36,0.3381826136113798,2021-07-15,0
209,40.0,Female,South,Graduate,Salaried,769354.1550432987,342832.944703473,Business,653.0776805525891,4,23,0.6028641518762867,2018-05-08,0
210,,Male,South,Graduate,Self-Employed,174554.51592970092,495753.9598406411,Education,685.1291651141682,0,24,0.847685249159875,2016-08-17,0
211,49.0,Male,West,Primary,Self-Employed,580181.1399517462,307196.4418397177,Business,641.6104330829926,4,79,0.3028275982144455,2022-08-14,0
212,50.0,Female,West,Graduate,Self-Employed,479435.86884320766,296747.92840071674,Other,850.0,4,42,0.8795979385073902,2016-06-26,1
213,18.0,Female,West,Primary,Salaried,686452.5901268311,50000.0,Home,575.354181131719,5,65,0.8632340640769371,2019-12-04,0
214,36.0,Male,South,Post-Graduate,Salaried,694008.8374736405,50000.0,Car,850.0,2,71,0.8192003909407837,2020-06-01,0
215,19.0,Female,South,Graduate,Salaried,458474.8210355948,308256.3593845252,Education,668.7490775398918,0,29,0.35018956493100156,2020-10-29,0
216,61.0,Female,East,Secondary,Self-Employed,,235776.36530786916,Other,714.6757260974508,3,65,0.6438385392076883,2020-11-09,0
217,43.0,Female,West,Graduate,Self-Employed,577866.9262885341,172782.5987627887,Education,654.0162865916413,1,47,0.732624031072868,2018-09-01,1
218,49.0,Female,West,Graduate,Salaried,420671.55453695834,286529.5306279517,Business,650.6693152115637,3,52,0.8902195497375007,2016-03-22,0
219,23.0,Male,West,Primary,Salaried,768396.7390904254,240939.44062046375,Education,637.2136077253894,4,62,0.3262966754569593,2018-04-25,0
220,49.0,Male,North,Graduate,Unemployed,526158.5599105108,419167.03759508475,Other,748.1006369634908,0,45,0.7362181296635075,2019-05-01,1
221,21.0,Male,East,Secondary,Self-Employed,100000.0,262916.6302388467,Car,587.1360245098355,0,74,0.43716081894897907,2017-09-09,0
222,28.0,Female,West,Primary,Unemployed,525035.5886756388,137961.50723947486,Car,729.1286835394135,0,69,0.32293852589760164,2022-03-13,1
223,34.0,Female,West,Primary,,392291.2358312055,398524.9358438933,Education,525.2405811958553,2,67,0.49496385884969846,2022-05-26,0
224,55.0,Male,West,Post-Graduate,Salaried,273744.8369078109,217430.3387580696,Home,721.8823016913411,3,48,0.7556851385040315,2017-03-20,0
225,,Male,North,Post-Graduate,Salaried,352514.6723554855,328980.5025508461,Education,,2,46,0.5253948625928365,2018-07-11,1
226,22.0,Female,North,Graduate,Self-Employed,621881.694366594,178388.39407107994,Business,598.0384714154104,5,37,0.5762661701421339,2016-07-11,1
227,51.0,Other,South,Post-Graduate,Salaried,865728.1656496462,152525.96717538455,Car,754.2994081374995,1,59,0.8966115871400848,2020-07-20,0
228,23.0,Female,East,Post-Graduate,Salaried,662636.894772996,262625.2345278544,Car,704.1108328499457,5,79,0.4793765096901982,2016-10-15,0
229,39.0,Male,South,Post-Graduate,Self-Employed,478699.32235685206,251924.29653155277,Car,827.8741164286272,4,29,0.6307805282964678,2019-03-13,0
230,28.0,Male,East,Primary,Salaried,691180.8390341406,321974.05530502496,Home,631.5834894151128,2,77,0.4556709411307603,2019-12-01,0
231,33.0,Male,North,Primary,Self-Employed,508181.9379562016,209703.1370035386,Home,850.0,2,61,0.47494995243009347,2021-01-08,1
232,50.0,Female,West,Primary,Salaried,461079.9261673711,50000.0,Other,508.737427653981,5,24,0.6869485274117857,2021-05-24,0
233,26.0,Male,South,Post-Graduate,Unemployed,369127.4663534031,185083.91746174172,Education,673.63969594911,4,29,0.8565208832664184,2018-06-14,0
234,23.0,Female,West,Primary,Salaried,249634.23864965618,369072.77007157233,Education,564.1144231501653,0,69,0.579651265344625,2018-07-08,1
235,33.0,Male,South,Post-Graduate,Salaried,522015.258688111,205393.58811353403,Business,848.0843341479813,4,40,0.7378799502641458,2021-07-27,0
236,46.0,Female,North,Primary,Self-Employed,631610.6979840264,213042.48962281778,Car,679.0639204947331,3,43,0.2624445911718747,2020-04-01,0
237,20.0,Female,North,Primary,Salaried,580675.265997022,397956.47588589054,Home,686.2651938104574,5,57,0.34781062620234887,2020-08-27,1
238,37.0,Female,North,Secondary,Self-Employed,516806.6144105283,143204.01591116158,Business,735.459047846817,4,22,0.5514921486436727,2021-08-22,1
239,53.0,Male,South,Graduate,Self-Employed,410850.7878606438,50000.0,Business,699.615585093817,0,59,0.21400820654014235,2020-09-21,0
240,36.0,Male,East,Post-Graduate,Salaried,721649.2383369937,225905.33207117586,Home,652.4990754878933,4,50,0.3769984851337912,2022-07-15,0
241,43.0,Male,South,Secondary,Salaried,336573.616010683,177373.90731268947,Education,599.4682199496762,2,60,0.5621809028774762,2021-03-12,0
242,20.0,Female,East,Primary,Salaried,755205.5827686951,105063.05203701189,Car,713.4810721866743,1,56,0.2104728387794105,2020-12-04,0
243,36.0,Female,South,Post-Graduate,Salaried,399556.5962146551,223693.2316151964,Education,730.3066906151582,2,21,0.3851824003582292,2016-11-07,0
244,37.0,Female,South,Primary,Unemployed,449512.952529393,323725.84708701755,Business,755.6301789121384,1,21,0.5598215736331087,2019-02-01,1
245,49.0,Female,North,Graduate,Self-Employed,306642.9618768646,248606.71576482765,Car,,4,58,0.601204473586872,2016-12-04,1
246,24.0,Female,West,Secondary,Self-Employed,499719.5706228727,296047.16090293566,Other,526.0984876468806,3,68,0.8480261851387139,2022-06-05,1
247,58.0,Male,West,Graduate,Self-Employed,795062.4916955958,522011.15477731347,Business,694.5826242117836,4,61,0.6517419362754255,2016-12-24,0
248,50.0,Female,East,Secondary,Salaried,703125.6176887912,198568.1707663654,Education,795.3390268657142,0,63,0.4903150617709956,2022-01-25,1
249,57.0,Male,West,Primary,Unemployed,795684.4224056071,291752.29519670043,Education,690.0382060448908,4,53,0.8512458239931475,2019-03-18,0
250,56.0,Male,South,Graduate,Self-Employed,704428.5091867872,173617.99561012982,Education,512.9462037045384,1,61,0.7494180883714561,2018-02-06,0
251,35.0,Female,South,Graduate,Self-Employed,379266.03429392615,123046.04201695406,Home,596.7168340120063,2,39,0.3400062447789233,2021-09-20,0
252,57.0,Male,North,Primary,Self-Employed,533842.1551344885,162263.85198733452,Business,726.2855879741855,3,52,0.2915896529441738,2016-07-20,0
253,,Male,North,Graduate,Salaried,443960.17417650745,178186.21427174672,Car,,4,23,0.673068145019913,2020-08-19,1
254,28.0,Female,West,Post-Graduate,Self-Employed,866114.980807808,303921.36963206885,Education,753.8015758672817,4,64,0.5919182159038887,2017-04-08,0
255,45.0,Male,East,Secondary,Salaried,360642.2707147377,602361.3680051137,Education,637.5192845161453,2,63,0.7527715296549289,2017-03-24,0
256,42.0,Female,West,Secondary,Salaried,778739.5378778222,142593.48455862395,Home,720.7906587935438,3,30,0.7171635350550805,2018-07-01,1
257,40.0,Male,West,Secondary,Salaried,778590.7740217538,187506.20415768062,Car,624.330935368294,5,61,0.6376480737002606,2018-03-08,0
258,48.0,Male,West,Post-Graduate,,965924.0403432174,240531.54803331275,Business,720.7966394914953,4,66,0.8904675201402246,2018-03-04,1
259,47.0,Male,West,Secondary,,518062.6814741005,309369.82730646204,Other,704.2569757682832,4,24,0.573512811077286,2017-03-12,0
260,,Male,South,Primary,Self-Employed,742464.4319160325,289532.6217932177,Home,634.3311983869677,5,44,0.2791740295512039,2021-03-31,0
261,52.0,Female,East,Graduate,Self-Employed,1056330.3673077687,442614.3690922176,Business,824.654690461015,1,68,0.7797914953711917,2020-11-08,1
262,24.0,Male,South,Post-Graduate,Salaried,476471.66461326065,50000.0,Other,563.549123987009,1,79,0.3762973536419963,2017-06-14,0
263,33.0,Female,East,Secondary,Unemployed,,50000.0,Education,688.6703213591578,0,56,0.7441115037007429,2017-07-18,0
264,43.0,Male,North,Primary,Salaried,223997.99321844726,175618.27419847762,Education,632.5675548540552,2,53,0.8699749672000359,2020-06-08,0
265,19.0,Female,West,Graduate,Salaried,742542.4057722662,414595.02813155635,Car,846.7361628685019,3,28,0.6877568597750389,2019-07-20,0
266,18.0,Female,South,Graduate,Salaried,223369.95838828327,50000.0,Other,747.8718406096335,4,25,0.6172211126648608,2016-07-31,0
267,29.0,Female,East,Post-Graduate,Self-Employed,525536.1894124155,50000.0,Education,648.0551699703689,4,37,0.5222703229725284,2018-08-06,0
268,22.0,Male,North,Post-Graduate,Self-Employed,687462.6374077922,335676.9109328813,Education,677.6227768543702,0,33,0.45508690619678227,2019-02-01,0
269,54.0,Male,North,Post-Graduate,Salaried,637035.1073659828,286548.5835554072,Car,848.9005899184423,4,38,0.4471033256802854,2016-07-10,1
270,49.0,Male,West,Primary,Salaried,685088.9728368345,86468.73898008553,Business,624.2979494615976,2,33,0.6454608939967135,2019-11-04,0
271,26.0,Female,East,Primary,Self-Employed,644457.9711601709,102169.0598918605,Education,558.8441462215553,0,59,0.7258911818564222,2021-06-13,0
272,58.0,Male,South,Post-Graduate,Salaried,855773.1626626786,104538.44205479883,Home,723.2805489971051,2,36,0.6749619486390901,2019-01-09,0
273,52.0,Female,West,Secondary,Self-Employed,409536.7238522406,266580.297621091,Home,725.0912293926256,0,79,0.3388870708354939,2017-12-05,1
274,36.0,Female,South,Graduate,Unemployed,464600.97230829374,156052.70857254896,Business,753.2827658711888,4,54,0.5457910261004438,2017-07-02,1
275,33.0,Male,North,Graduate,,445468.11094583524,324109.5878463279,Other,753.8100608697562,0,48,0.7541480505281442,2021-02-04,1
276,20.0,Female,South,Primary,Salaried,766038.362372522,50000.0,Car,841.656452058704,1,61,0.5329928547323394,2016-06-02,1
277,37.0,Male,South,Graduate,Self-Employed,780079.7176790127,121472.2202308301,Home,562.5490007699171,3,36,0.5756362958148457,2020-07-23,0
278,,Male,West,Secondary,Self-Employed,690245.0638637017,81091.90586334246,Home,603.7757444283734,4,78,0.7397952337195755,2017-07-24,0
279,,Female,South,Graduate,Salaried,836698.7333779855,211548.89824412618,Business,752.976266715695,5,62,0.662885714385564,2020-11-19,0
280,41.0,Female,West,Primary,Unemployed,364391.8265247239,169292.8362264792,Other,611.5499598628447,3,27,0.4865414446176748,2022-04-06,0
281,28.0,Female,North,Primary,Salaried,933444.8223102274,369676.566984365,Other,583.472962139251,4,20,0.8267888978359532,2022-08-18,0
282,25.0,Male,West,Secondary,Salaried,904647.7243424517,50000.0,Business,849.2675641828216,3,64,0.31379694806443503,2018-03-15,0
283,53.0,Male,West,Secondary,Self-Employed,747124.3994491494,256823.7214496128,Home,570.404629466857,1,72,0.8968615140132272,2018-03-09,1
284,55.0,Female,East,Graduate,Self-Employed,956359.781754212,333750.4634817558,Car,671.8982370311484,3,55,0.2831968049333661,2017-09-02,1
285,57.0,Female,South,Graduate,Salaried,268675.3584644452,528497.1154842932,Home,695.2506039014877,0,26,0.21046497977296724,2020-12-11,0
286,37.0,Female,North,Primary,Self-Employed,495110.37274746964,177735.10433597874,Other,804.7309313570622,3,65,0.8230132308041354,2016-05-22,1
287,52.0,Male,West,Secondary,,452939.3078636095,298668.79065287753,Home,550.4957553374023,4,24,0.37146745585616925,2016-09-28,0
288,42.0,Female,North,Secondary,Salaried,744295.8647514686,50000.0,Car,733.2380121204999,5,43,0.7107897392127047,2020-04-04,0
289,52.0,Male,East,Secondary,Salaried,389971.8520795709,50000.0,Education,628.7698353391938,5,47,0.7677107624524484,2022-10-09,0
290,42.0,Male,South,Graduate,Self-Employed,751499.029867497,376716.15636725497,Home,750.208897007396,2,62,0.8012904737224817,2021-09-24,0
291,,Female,West,Secondary,Salaried,874107.2287993426,249165.9559527894,Business,627.4553819178512,3,36,0.8941159649649166,2021-11-12,0
292,35.0,Male,South,Primary,Salaried,739040.5800167999,426776.90346976346,Education,825.7845004948622,5,56,0.4058277970279993,2021-10-12,1
293,63.0,Female,East,Primary,Salaried,656750.2047323002,50000.0,Business,627.9223985258996,3,39,0.6971703393490813,2022-09-26,0
294,35.0,Male,East,Graduate,Self-Employed,1207275.9954595505,655970.6418586257,Business,503.04162352880667,5,22,0.2807799007965798,2017-04-03,0
295,,Male,North,Post-Graduate,Self-Employed,430629.80677492707,530322.676081578,Business,636.8920600206959,3,56,0.4847665039497946,2020-10-04,0
296,52.0,Female,West,Graduate,Self-Employed,849923.7810593334,312955.8412535899,Home,679.0959911544884,4,45,0.7935801853188131,2019-12-03,0
297,33.0,Female,North,Post-Graduate,Salaried,755869.8007810665,291487.2258386573,Other,786.5883098529847,3,34,0.45736063224137585,2017-05-20,1
298,,Female,East,Secondary,,592196.0961244912,251283.41212365247,Education,599.3268135548063,4,70,0.6137667663749298,2020-09-05,0
299,53.0,Female,South,Graduate,Salaried,516418.0908468219,50000.0,Car,600.9083098308739,4,67,0.5526414106072438,2019-01-01,1
300,50.0,Female,North,Primary,Self-Employed,194838.42537772463,453335.94035655225,Other,,2,27,0.6521660717784314,2016-03-24,1
301,21.0,Female,North,Secondary,Unemployed,385829.51626311225,158371.35402924014,Home,589.9819905630235,5,32,0.8810260725713863,2016-02-28,0
302,,Female,South,Primary,Salaried,982283.8174279446,325672.4884574525,Business,685.6813246886647,0,67,0.2390148685509815,2018-11-10,0
303,31.0,Male,North,Secondary,Self-Employed,343908.8857995067,50000.0,Car,687.307905322479,4,22,0.6017730622511408,2020-01-21,1
304,38.0,Female,South,Graduate,Salaried,637895.9642442161,73081.05032383295,Education,717.406362907437,5,20,0.8041201454751994,2022-01-13,1
305,37.0,Male,West,Post-Graduate,Salaried,801488.7946390397,465263.1098833353,Other,640.012143169392,1,28,0.5369678982238992,2019-09-14,0
306,25.0,Other,South,Secondary,Salaried,349015.4663995415,197904.65665632355,Other,625.8404490660349,3,50,0.254969030159101,2020-05-15,1
307,24.0,Female,West,Post-Graduate,Salaried,636942.0949562166,467991.32140638167,Car,,1,60,0.5923775466917396,2017-07-29,1
308,20.0,Male,South,Secondary,Salaried,787583.107502131,238265.40114122233,Home,628.3203317464172,3,73,0.4324517235766743,2017-11-10,0
309,34.0,Female,East,Primary,Self-Employed,602499.8643814501,50000.0,Education,591.202464790466,2,45,0.30845924973655514,2016-07-21,0
310,50.0,Female,East,Primary,Salaried,1173680.6111333538,383810.1399597581,Car,,4,36,0.7943241592984311,2019-02-03,1
311,29.0,Male,West,Secondary,Self-Employed,266280.14822436095,161516.15233665885,Business,739.0476305103346,0,75,0.5651196590937851,2016-11-13,0
312,39.0,Female,West,Post-Graduate,Salaried,811745.7059767758,354803.32202755654,Education,,4,53,0.8532934886653467,2019-04-20,0
313,39.0,Female,East,Graduate,Salaried,565439.6525207071,253781.63013101232,Other,762.7174120973557,3,28,0.7642115532221483,2020-06-26,0
314,63.0,Male,West,Graduate,Self-Employed,754384.030967335,50000.0,Car,598.5485078694801,0,75,0.6850802556415672,2020-12-01,0
315,47.0,Female,South,Primary,Salaried,688261.4303398492,274644.21480558533,Other,707.7095392047996,4,70,0.20351785235571837,2017-02-09,0
316,55.0,Male,South,Graduate,Salaried,453368.7605780007,579433.4713229199,Other,618.7497396225403,0,32,0.49947641964677497,2017-11-09,1
317,55.0,Female,East,Primary,Self-Employed,645799.278491868,323947.9687771689,Other,567.8712322625373,3,24,0.3382403971564226,2019-06-24,0
318,62.0,Other,North,Graduate,Salaried,228419.70972034254,241372.33704918053,Home,664.2240485544013,2,60,0.8375585377342074,2021-03-04,0
319,25.0,Female,South,Secondary,Salaried,,411301.51029353467,Other,778.5226300239297,2,32,0.3222087892734522,2020-03-27,0
320,44.0,Male,West,Primary,Salaried,659631.6931981051,281600.2697804666,Business,721.9930168630005,4,20,0.40024203616149984,2020-07-01,0
321,44.0,Female,North,Primary,Unemployed,727732.0337286205,281430.13453941914,Business,588.7284694992983,1,44,0.5617857374141494,2019-09-21,0
322,51.0,Female,North,Secondary,Self-Employed,811623.66501743,86256.22417613462,Education,661.412673982981,3,66,0.3843545332986555,2019-12-16,0
323,38.0,Male,South,Primary,Self-Employed,673523.9680419422,285077.20386843977,Other,688.5706731726416,4,23,0.34690527409538485,2018-04-14,0
324,,Female,South,Graduate,Self-Employed,629617.8839596552,405316.5124625417,Other,564.8710036823325,4,55,0.6193695275719266,2022-02-19,0
325,50.0,Male,North,Graduate,Salaried,423786.3326677416,124590.6771849963,Car,757.0537892198889,2,71,0.2622506659285167,2022-06-13,0
326,45.0,Female,North,Primary,Salaried,457555.8472701898,463674.37318704213,Home,681.7011978992998,0,29,0.24071743110464733,2020-07-26,0
327,,Male,East,Graduate,Self-Employed,,236244.0963782311,Education,588.7524111254354,3,47,0.46057170663025,2021-04-14,1
328,50.0,Male,West,Post-Graduate,Salaried,887267.0811411957,116834.5732692189,Other,584.2261125007146,0,76,0.7044651181555035,2016-10-07,0
329,22.0,Male,East,Primary,Salaried,552377.9127375892,399644.8115380367,Car,788.0531155937289,5,25,0.5883647307917637,2020-12-18,0
330,36.0,Female,South,Secondary,Salaried,609200.5494506548,206980.8646392596,Home,669.5349574283424,5,46,0.4960135279267452,2018-07-21,1
331,21.0,Male,East,Post-Graduate,Salaried,419077.1250012468,363927.2331229162,Education,795.2281623165129,3,75,0.5960260949572076,2017-08-30,0
332,52.0,Female,East,Primary,Unemployed,834551.369053489,206236.20516121943,Education,825.7724383922173,1,31,0.4558160392572915,2017-04-27,0
333,34.0,Male,East,Secondary,Salaried,733083.3647383557,241026.07847051445,Other,781.7958618284739,5,71,0.8553024348024789,2019-05-31,0
334,61.0,Male,East,Graduate,Salaried,988243.4872927498,324034.03065014374,Education,657.3254602706007,2,67,0.23843342363754205,2020-11-07,0
335,45.0,Female,West,Secondary,Salaried,424335.3845640522,293634.55863850086,Car,500.1722304346175,1,22,0.6713740353208846,2021-12-04,1
336,47.0,Female,West,Post-Graduate,Unemployed,,50000.0,Education,725.0397043627863,4,65,0.8238978653794253,2016-07-10,1
337,46.0,Male,North,Graduate,Salaried,646289.1845051144,81813.43898584123,Business,850.0,5,52,0.7627192961146774,2021-07-10,0
338,63.0,Female,South,Primary,,729297.9075451541,389411.4977186223,Car,697.168793746094,2,29,0.32882872437501276,2016-11-02,0
339,23.0,Female,East,Graduate,Self-Employed,556866.4724904735,230179.51166476792,Home,540.8147584960682,4,50,0.40714844428620184,2017-06-15,0
340,52.0,Female,North,Primary,Self-Employed,425407.7819092599,171440.30458428673,Home,646.0097202855906,1,34,0.7019335570949732,2016-05-01,1
341,58.0,Male,North,Primary,Salaried,776281.5057847142,50000.0,Other,685.3013380186557,3,26,0.2589893914265359,2017-08-14,1
342,54.0,Male,North,Secondary,Salaried,744227.0725091163,88039.55180862275,Other,612.1609146064162,4,55,0.7683031898828088,2020-01-15,0
343,41.0,Female,West,Secondary,Salaried,416745.179887255,50000.0,Business,494.8836825616089,0,33,0.7032348612233532,2016-02-28,0
344,46.0,Male,East,Secondary,Salaried,871088.5602210992,234807.89219477007,Home,692.17193838279,3,75,0.7107246544647399,2022-06-06,0
345,63.0,Female,East,Post-Graduate,Salaried,834039.7418393207,160234.36291284295,Home,637.2099002913899,3,67,0.270168959187314,2020-04-22,0
346,48.0,Female,South,Post-Graduate,Salaried,626859.2994495586,105011.81635220273,Home,841.8153328719932,1,33,0.7024323813713615,2019-02-14,0
347,52.0,Female,East,Secondary,Salaried,615919.5724752073,239781.48622480704,Home,708.0826790386237,1,22,0.6758726876539789,2020-12-15,0
348,50.0,Female,East,Post-Graduate,Salaried,710811.5542231814,304595.5946279107,Education,737.5663117518714,2,68,0.7816457435752953,2020-12-10,0
349,38.0,Other,North,Graduate,Self-Employed,427659.3859487484,563979.6898314918,Car,690.4731085203152,2,72,0.22911716937952867,2017-02-02,1
350,49.0,Male,South,Graduate,Unemployed,606006.2958328164,50000.0,Car,707.4986642539083,0,65,0.21617746792745454,2018-07-30,1
351,40.0,Female,East,Post-Graduate,Self-Employed,169523.29107816395,423907.15649507835,Business,567.8160569310285,3,69,0.4611049699149925,2017-06-11,0
352,50.0,Male,West,Post-Graduate,Salaried,775291.1291005871,395965.2341522608,Education,616.7866955822968,0,22,0.304151798694407,2022-09-11,0
353,20.0,Male,East,Graduate,Salaried,287701.35551162815,133136.08909349493,Home,787.0891761055482,0,41,0.5908691342991553,2020-11-09,1
354,35.0,Female,North,Primary,Unemployed,900683.9656857997,280485.3931879047,Home,716.7569575784157,1,38,0.8421442310547242,2019-11-22,0
355,42.0,Female,West,Graduate,Salaried,533975.98120671,181355.0125993577,Other,668.1194465693989,0,54,0.474035811233811,2020-07-27,0
356,59.0,Other,North,Graduate,Salaried,557666.6036137646,277853.28706281085,Other,738.8936993172699,0,31,0.7914652640908229,2020-03-30,0
357,48.0,Female,East,Post-Graduate,Salaried,474453.21878309886,476369.6520106826,Business,740.4689527872474,4,73,0.20016861216250653,2017-03-11,0
358,20.0,Male,West,Graduate,Self-Employed,,340840.9348946969,Home,850.0,2,24,0.31796025042142895,2018-04-19,0
359,57.0,Male,South,Post-Graduate,Self-Employed,883706.2690296073,326291.2559850163,Business,713.0453075108462,2,29,0.22129647775785993,2016-12-25,0
360,63.0,Female,South,Post-Graduate,Salaried,102438.26869298413,185453.60200680365,Education,614.9993939591759,3,60,0.429703026360548,2019-02-26,0
361,41.0,Male,West,Secondary,Salaried,855393.0772176376,50000.0,Car,690.7442813667466,2,52,0.8357327169875519,2018-05-13,0
362,49.0,Male,West,Graduate,Unemployed,667604.6962203416,218729.76841893882,Home,748.6052501697102,5,32,0.26786648651929146,2020-07-08,0
363,64.0,Male,North,Primary,Salaried,358595.67042855686,430991.2232295873,Education,779.6527209142962,3,54,0.6244868437206603,2020-09-28,0
364,,Male,West,Secondary,Self-Employed,384937.5213901524,50000.0,Home,570.7974502297697,4,70,0.516047157383611,2019-05-30,1
365,40.0,Male,North,Post-Graduate,Self-Employed,2805835.816324922,183473.1895469915,Other,720.2965375593451,2,51,0.8569277486560687,2022-03-11,0
366,19.0,Male,East,Post-Graduate,Self-Employed,410898.62401145376,268940.1604351102,Business,628.2196058001507,4,30,0.2857633997759657,2018-07-04,0
367,44.0,Male,North,Primary,Salaried,369329.8978808081,102301.78227291064,Other,654.6694460304446,2,67,0.34841949535156025,2020-12-03,0
368,59.0,Male,West,Post-Graduate,Salaried,827462.9084729459,131121.48293271812,Car,767.6671699394714,2,57,0.2206793780280453,2021-12-22,0
369,19.0,Other,West,Graduate,Salaried,667710.5752571828,186460.21274077345,Other,759.6998831545519,4,43,0.5037546747419617,2017-01-20,0
370,,Male,East,Secondary,Self-Employed,412414.88469272025,50000.0,Home,645.7478031041953,0,54,0.394483029695258,2019-08-19,1
371,34.0,Male,West,Post-Graduate,Unemployed,,103881.72306754475,Other,687.3726383167933,0,38,0.8089341537232246,2020-12-10,0
372,57.0,Female,West,Post-Graduate,,394849.46327194455,355514.1875180963,Home,657.1134563903317,0,25,0.6234585692384285,2020-05-04,0
373,50.0,Male,South,Primary,Salaried,820164.279684521,53894.53266535539,Car,850.0,5,59,0.6298635165829911,2019-04-27,1
374,26.0,Female,South,Graduate,Unemployed,812274.1929746267,50000.0,Other,722.268653315629,0,73,0.5723374878169116,2020-03-29,0
375,60.0,Female,East,Post-Graduate,Self-Employed,706401.2397643887,155496.25306991587,Business,632.8414726981769,2,64,0.2642952360604407,2017-01-23,0
376,56.0,Male,North,Primary,Self-Employed,,359793.32537647686,Business,805.7733716976901,1,63,0.5115130786077486,2017-12-04,0
377,46.0,Male,South,Post-Graduate,Salaried,952237.6249734748,220461.72880046658,Business,808.596909254664,4,61,0.8996536327959614,2020-10-04,0
378,59.0,Female,North,Primary,Salaried,,180312.83828265726,Other,843.3336568418827,1,54,0.7846605035922103,2018-05-13,1
379,43.0,Female,West,Primary,Self-Employed,363625.1749158398,256653.81962734106,Other,850.0,5,23,0.825421337916981,2018-11-25,0
380,52.0,Male,South,Graduate,Self-Employed,689894.7825664614,50000.0,Other,756.6171906292903,1,52,0.7762584514725497,2016-03-19,0
381,42.0,Female,East,Post-Graduate,Salaried,1017209.4099074227,324205.84806625487,Home,672.0118604977498,3,32,0.2721291854016879,2019-07-22,1
382,41.0,Male,East,Graduate,Salaried,397048.10136282956,307515.25471054664,Car,683.7906585916544,0,75,0.35921377784535974,2019-07-25,0
383,30.0,Other,East,Primary,Salaried,527707.4466612028,188603.72888564182,Business,676.6339758714765,5,55,0.20218515594948674,2017-11-04,0
384,24.0,Male,South,Secondary,Salaried,683289.2076202906,400888.67676946253,Home,667.6995706256779,2,73,0.412457087414678,2022-06-17,0
385,53.0,Female,North,Post-Graduate,Salaried,589219.0301988522,80875.5851570442,Business,799.1949445830872,0,62,0.2760251816425448,2016-07-22,0
386,62.0,Female,West,Secondary,Unemployed,403539.28392453707,419186.34898803534,Home,700.0576725548781,0,38,0.5309553417111081,2018-09-11,1
387,37.0,Female,North,Post-Graduate,Salaried,824371.5712460942,273174.04983928765,Other,777.7137491852965,1,62,0.6739892420017313,2021-05-29,1
388,18.0,Female,North,Graduate,Self-Employed,1064008.1444034518,199517.111518274,Business,754.1213243824792,3,31,0.812153706526654,2016-01-17,0
389,25.0,Male,West,Graduate,Salaried,639226.2918047814,247018.95469475325,Other,612.1076029502333,0,30,0.7244520155636287,2017-04-20,0
390,63.0,Male,West,Graduate,Self-Employed,419186.34205279994,233910.28512835875,Business,562.6258664110173,4,25,0.8570099170449537,2018-10-13,0
391,33.0,Male,South,Graduate,Unemployed,290207.894989305,433042.43446265755,Education,601.0669626651948,4,31,0.23772880327565216,2016-07-28,0
392,31.0,Male,South,Graduate,Salaried,651595.1962442362,88498.13087934797,Home,665.8634905815369,0,46,0.20852588479157902,2017-05-13,0
393,29.0,Female,South,Secondary,Salaried,820775.4686632515,135622.11412801026,Education,710.74624802143,1,60,0.6629366796853489,2017-03-04,0
394,40.0,Male,South,Graduate,Salaried,695033.5492990763,405445.43381087197,Home,648.1359738124493,1,44,0.40254668715557235,2019-08-22,1
395,32.0,Male,South,Primary,Salaried,599519.2318162292,160669.75972242112,Car,756.2452117392882,2,61,0.3774507112740412,2021-10-06,1
396,45.0,Other,West,Primary,Self-Employed,482145.66964213876,385079.96159973874,Business,657.7851844466433,5,22,0.431620961385656,2020-04-02,0
397,51.0,Female,North,Secondary,Unemployed,381567.2734563821,504915.39745130646,Car,720.5565950547156,5,22,0.3888572405246549,2019-05-16,0
398,19.0,Female,South,Post-Graduate,Salaried,766950.2652649764,189730.74595875497,Car,709.406534452951,5,39,0.5580054844111111,2020-03-14,0
399,49.0,Other,South,Primary,Salaried,782754.3242771171,352204.3489862958,Home,838.7546473429909,3,47,0.5081039130568927,2021-02-10,1
400,40.0,Male,North,Post-Graduate,Salaried,290854.04266185337,76946.15779902122,Education,621.9807259919781,1,42,0.5586999859636594,2021-02-19,1
